Route,School_Clip,Person to Score,Teachear provides learning activity to most students - 1st Snapshot,Students are on task - 1st snapshot,Teachear provides learning activity to most students - 2nd Snapshot,Students are on task - 2nd snapshot,Teachear provides learning activity to most students - 3rd Snapshot,Students are on task - 3rd snapshot,1. Supportive Learning Environment,1.1 The teacher treats all students respectfully,1.2 The teacher uses positive language,1.3 The teacher responds to students needs,1.4 The teacher does not exhibit gender biasâ¦,2. Positive Behavioral Expectations,2.1 The teacher sets clear behavioral expectations,2.2 The teacher acknowledges positive student behavior,2.3 The teacher redirects misbehaviorâ¦,3. Lesson Facilitation,3.1 The teacher explicitly articulatesâ¦,3.2 The teacher's explanation of content is clear,3.3 The teacher makes connections in the lessonâ¦,3.4 The teacher models by enacting or thinking aloud,4. Checks for understanding,"""4.1 The teacher uses questions","promptsâ¦""",4.2 The teacher monitors most studentsâ¦,4.3 The teacher adjusts teaching to the level of students,5. Feedback,5.1 The teacher provides specific comments or promptsâ¦. Misunderstandings,5.2 The teacher provides specific comments or promptsâ¦. Successes,6. Critical Thinking,6.1 The teacher asks open-ended questions,6.2 The teacher provides thinking tasks,6.3 The students ask open-ended questions or performs thinking tasks,7. Autonomy,7.1 The teacher provides students with choices,7.2 The teacher provides students with opportunitiesâ¦.,7.3 The students volunteer to participate in the classroom,8. Perseverance,8.1 The teacher acknoledges students' efforts,8.2 The teacher has a positive attitude towards students' challenges,8.3 The teacher encourages goal-setting,9. Social & Collaborative Skills,9.1 The teacher promotes students' collaborationâ¦,9.2 The teacher promotes students' interpersonal skills,9.3 Students collaborate with one anotherâ¦.,Unnamed,Unnamed_1,Source Table,Unnamed_2,clip,Person Scoring,1.4 The teacher does not exhibit gender bias,2.3 The teacher redirects misbehavior,3.1 The teacher explicitly articulates,3.3 The teacher makes connections in the lesson,"prompts""",4.2 The teacher monitors most students,5.1 The teacher provides specific comments or prompts. Misunderstandings,5.2 The teacher provides specific comments or prompts. Successes,7.2 The teacher provides students with opportunities.,9.1 The teacher promotes students' collaboration,9.3 Students collaborate with one another.,Comments,Unnamed_3,Identifier,Audio File 1,Audio File 2,Transcription 1,Transcription 2,Language,Context
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101272,Non-English,Rwanda,,1,Linda,,,,,,,,,,,This is a french Video. I did Fabiola's 125151,,,observation_00434,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101272,,Rwanda,,2,Linda,,,,,,,,,,,This is a french Video. I did Fabiola's 125151,,,observation_00435,,,,,,
,,,Y,H,Y,H,Y,H,3,H,H,L,,4,H,L,,4,,H,,M,3,M,,,2,M,,,L,L,L,3,L,M,,2,L,M,L,1,L,,L,,101299,English,Rwanda,,1,Linda,M,H,H,L,,M,L,1,H,L,,,,observation_00436,,,,,,
,,,Y,L,Y,M,Y,M,4,H,H,H,,4,H,L,,3,,H,,M,4,M,,,2,M,,,L,M,M,2,L,M,,2,L,M,L,2,M,,L,,101299,,Rwanda,,2,Linda,M, H,M,L,H,M,L,2,M,L,,,,observation_00437,,,,,,
,,,Y,H,Y,M,Y,H,3,H,L,,,3,H,L,,4,,H,,L,2,M,,,2,M,,,L,L,L,2,L,L,,2,L,M,L,1,L,,L,,109233,Non-English,Rwanda,,1,Linda,M,M,H,M,,L,L,1,M,L,,,,observation_00438,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109233,,Rwanda,,2,Linda,,,,,,,,,,,Video is less than 30 minutes,,,observation_00439,,,,,,
,,,Y,H,Y,H,Y,H,4,H,H,,,3,M,L,,3,,H,,M,4,M,,,2,M,,,L,M,M,3,L,L,,2,L,M,L,4,H,,H,,110288,,Rwanda,,1,Linda,M,H,H,L,H,M,L,2,H,M,,,,observation_00440,,,,,,
,,,N,,Y,L,N,,4,H,H,H,,2,L,L,,3,,H,,L,3,M,,,2,M,,,L,M,M,3,L,M,,2,L,M,L,4,H,,H,,110288,,Rwanda,,2,Linda,M,H,H,L,H,L,L,2,M,L,,,,observation_00441,,,,,,
,,,Y,M,Y,H,Y,M,3,H,M,,,4,H,L,,4,,H,,M,4,M,,,2,M,,,L,M,M,2,L,M,,2,L,M,L,1,L,,L,,114183,,Rwanda,,1,Linda,M,H,M,H,,H,L,2,M,L,,,,observation_00442,,,,,,
,,,Y,M,N,,Y,L,3,H,H,L,,4,H,L,,4,,H,,M,3,M,,,2,M,,,L,M,M,3,M,M,,2,L,M,L,4,H,,H,,114183,,Rwanda,,2,Linda,M,H,M,H,H,L,L,2,M,L,,,,observation_00443,,,,,,
,,,Y,H,Y,H,Y,M,4,H,H,,,4,H,L,,4,,H,,H,1,L,,,1,L,,,L,L,L,1,L,L,,2,L,M,L,1,L,,L,,116129,,Rwanda,,1,Linda,M,H,H,M,,L,L,1,L,L,,,,observation_00444,,,,,,
,,,Y,L,N,,Y,M,4,H,H,,,4,H,L,,3,,H,,L,3,M,,,2,M,,,L,M,M,1,L,L,,2,L,M,L,3,H,,M,,116129,,Rwanda,,2,Linda,M,H,M,L,H,L,L,2,L,M,,,,observation_00445,,,,,,
,,,Y,H,Y,M,Y,L,4,H,H,,,4,H,L,,3,,H,,L,2,M,,,2,M,,,L,M,M,2,L,L,,2,L,M,L,1,L,,L,,119239,,Rwanda,,1,Linda,M,H,M,M,,L,L,2,H,L,,,,observation_00446,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119239,,Rwanda,,2,Linda,,,,,,,,,,,,,,observation_00447,,,,,,
,,,N,,Y,L,Y,L,4,H,H,,,4,H,L,,4,,H,,H,4,M,,,2,M,,,L,M,M,3,L,H,,2,L,M,L,3,H,,M,,119242,,Rwanda,,1,Linda,M,H,M,L,H,M,L,2,M,L,,,,observation_00448,,,,,,
,,,N,,Y,M,Y,L,3,L,H,,,4,H,L,,3,,H,,M,4,H,,,2,M,,,L,M,M,3,M,H,,1,L,L,L,4,H,,H,,119242,,Rwanda,,2,Linda,M,H,M,L,H,M,L,2,L,L,Video is less than 30 minutes,,,observation_00449,,,,,,
,,,Y,H,Y,H,N,,2,L,M,,,2,L,L,,3,,H,,L,4,H,,,3,M,,,L,M,M,4,M,H,,1,L,L,L,2,M,,L,,124293,,Rwanda,,1,Linda,M,M,H,L,H,M,M,2,M,L,,,,observation_00450,,,,,,
,,,Y,H,Y,H,Y,H,2,L,M,,,2,L,L,,4,,H,,H,2,L,,,1,L,,,L,L,L,1,L,L,,1,L,L,L,1,L,,L,,124293,,Rwanda,,2,Linda,M,M,H,M,M,L,L,1,L,L,,,,observation_00451,,,,,,
,,,Y,H,Y,M,Y,L,4,H,H,H,,4,H,L,,4,,H,,H,5,H,,,2,M,,,L,M,M,2,L,M,,2,L,M,L,3,H,,M,,128200,,Rwanda,,1,Linda,M,H,H,L,H,H,L,2,M,L,,,,observation_00452,,,,,,
,,,Y,L,Y,M,Y,M,3,H,L,,,4,H,L,,3,,H,,L,5,H,,,2,M,,,L,M,M,3,L,M,,2,L,M,L,4,H,,H,,128200,,Rwanda,,2,Linda,M,H,M,L,H,H,L,2,H,L,,,,observation_00453,,,,,,
,,,Y,H,Y,H,Y,M,4,H,H,,,4,H,L,,3,,H,,L,2,M,,,1,L,,,L,M,M,2,L,L,,2,L,M,L,1,L,,L,,130214,,Rwanda,,1,Linda,M,H,H,L,,L,L,2,H,L,,,,observation_00454,,,,,,
,,,Y,M,Y,M,Y,H,3,H,H,L,,4,H,L,,4,,H,,H,5,H,,,3,M,,,L,L,L,2,L,M,,2,L,M,L,1,L,,L,,130214,,Rwanda,,2,Linda,M,H,H,L,,H,M,1,M,L,,,,observation_00455,,,,,,
,,,Y,M,N,,Y,L,4,H,M,,,2,L,L,,3,,H,,M,3,M,,,1,L,,,L,M,M,3,L,M,,2,L,M,L,3,H,,M,,133161,,Rwanda,,1,Linda,M,H,M,L,H,L,L,2,H,L,,,,observation_00456,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133161,,Rwanda,,2,Linda,,,,,,,,,,,Video is less than 30 minutes,,,observation_00457,,,,,,
,,,N,,Y,L,N,,3,H,L,,,4,H,L,,4,,H,,M,4,H,,,2,M,,,L,L,L,2,L,L,,3,L,M,M,3,H,,L,,133162,,Rwanda,,1,Linda,M,H,H,L,,M,L,1,H,M,,,,observation_00458,,,,,,
,,,Y,M,Y,M,N,,3,H,L,,,4,H,L,,3,,H,,M,3,M,,,2,M,,,L,M,M,3,L,M,,2,L,M,L,4,H,,H,,133162,,Rwanda,,2,Linda,M,H,M,L,H,L,L,2,H,M,,,,observation_00459,,,,,,
,,,Y,L,N,,Y,H,4,H,M,,,4,H,L,,3,,H,,L,3,M,,,2,M,,,L,M,M,2,L,H,,2,L,M,L,4,H,,H,,135110,,Rwanda,,1,Linda,M,H,H,L,M,M,L,2,L,M,Inaudible,,,observation_00460,,,,,,
,,,N,,Y,H,N,,4,H,H,,,4,H,L,,3,,H,,L,4,H,,,2,M,,,L,M,M,2,L,H,,2,L,M,L,2,H,,L,,135110,,Rwanda,,2,Linda,M,H,M,L,M,M,L,2,L,L,Inaudible,,,observation_00461,,,,,,
,,,Y,H,Y,M,Y,H,4,H,H,H,,4,H,L,,4,,H,,H,4,M,,,1,L,,,L,M,M,2,L,L,,2,L,M,L,1,L,,L,,138108,,Rwanda,,1,Linda,M,H,H,L,,H,L,2,H,L,,,,observation_00462,,,,,,
,,,Y,H,Y,M,Y,H,4,H,M,H,,4,H,L,,3,,H,,M,4,H,,,2,M,,,L,M,M,1,L,L,,2,L,M,L,2,L,,M,,138108,,Rwanda,,2,Linda,M,H,M,L,M,H,L,2,L,M,,,,observation_00463,,,,,,
,,,Y,H,Y,H,Y,M,3,H,L,,,4,H,L,,4,,H,,M,2,M,,,2,M,,,M,M,M,2,L,L,,3,L,M,M,3,M,,M,,139178,,Rwanda,,1,Linda,M,H,H,M,L,M,L,3,H,M,,,,observation_00464,,,,,,
,,,Y,H,Y,M,Y,M,3,H,L,,,4,H,L,,4,,H,,M,2,M,,,2,M,,,L,M,M,2,L,M,,2,L,M,L,4,H,,M,,139178,,Rwanda,,2,Linda,M,H,H,L,M,L,L,2,M,M,,,,observation_00465,,,,,,
,,,Y,H,Y,H,Y,M,2,M,L,,,4,H,L,,4,,H,,M,4,M,,,2,M,,,L,L,L,2,L,M,,2,L,M,L,1,L,,L,,140260,,Rwanda,,1,Linda,M,H,H,L,,H,L,1,L,L,,,,observation_00466,,,,,,
,,,Y,M,Y,H,N,,2,M,L,M,,4,H,L,,3,,H,,M,2,M,,,2,M,,,L,M,M,2,L,M,,2,L,M,L,3,H,,L,,140260,,Rwanda,,2,Linda,M,H,M,L,,L,L,2,L,M,,,,observation_00467,,,,,,
,,,Y,L,Y,L,Y,L,2,M,L,,,4,H,L,,3,,H,,L,3,M,,,2,M,,,L,M,M,3,L,M,,2,L,M,L,1,L,,L,,141217,,Rwanda,,1,Linda,M,H,H, L,,M,L,2,H,L,,,,observation_00468,,,,,,
,,,Y,L,Y,L,N,,3,M,L,H,,4,H,L,,4,,H,,H,4,M,,,2,M,,,L,M,M,2,L,M,,2,L,M,L,1,L,,L,,141217,,Rwanda,,2,Linda,M,H,H,L,,H,L,2,M,L,,,,observation_00469,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141218,,Rwanda,,1,Linda,,,,,,,,,,,Unavailable video,,,observation_00470,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141218,,Rwanda,,2,Linda,,,,,,,,,,,Unavailable video,,,observation_00471,,,,,,
,,,N,,N,,Y,H,4,H,M,H,,4,H,L,,4,,H,,L,5,H,,,2,M,,,L,M,M,3,L,M,,2,L,M,L,2,L,,L,,142111,,Rwanda,,1,Linda,M,H,H,H,H,H,L,2,H,M,,,,observation_00472,,,,,,
,,,N,,N,,Y,M,4,H,M,H,,4,H,L,,4,,H,,M,4,M,,,2,M,,,L,M,M,2,M,L,,3,L,M,M,3,H,,M,,142111,,Rwanda,,2,Linda,M,H,H,H,,H,L,2,M,L,,,,observation_00473,,,,,,
,,,Y,H,Y,H,Y,M,4,H,H,H,,4,H,L,,5,,H,,H,5,H,,,2,M,,,L,M,M,3,L,H,,2,L,M,L,2,H,,L,,146264,,Rwanda,,1,Linda,M,H,H,H,,H,L,2,M,L,,,,observation_00474,,,,,,
,,,Y,H,Y,L,N,,3,M,M,H,,4,H,L,,4,,H,,H,4,M,,,2,M,,,L,M,M,1,L,L,,2,L,M,L,3,H,,M,,146264,,Rwanda,,2,Linda,M,H,M,L,H,H,L,2,L,L,,,,observation_00475,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148237,,Rwanda,,1,Linda,,,,,,,,,,,Unavailable video_ Fabiola coded the video. Linda to code 158297 instead,,,observation_00476,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148237,,Rwanda,,2,Linda,,,,,,,,,,,Unavailable video_ Fabiola coded the video. Linda to code 158297 instead,,,observation_00477,,,,,,
,,,Y,H,N,,Y,M,4,H,M,,,4,H,L,,5,,H,,H,3,L,,,1,L,,,L,M,M,2,L,M,,2,L,M,L,4,H,,H,,150120,,Rwanda,,1,Linda,M,H,H,H,M,M,L,2,L,L,,,,observation_00478,,,,,,
,,,Y,H,N,,Y,M,4,H,M,,,2,L,L,,3,,H,,M,2,M,,,2,M,,,L,M,M,3,L,M,,2,L,M,L,4,H,,H,,150120,,Rwanda,,2,Linda,M,H,M,L,M,L,L,2,H,M,,,,observation_00479,,,,,,
,,,Y,H,N,,N,,4,H,M,H,,3,M,L,,3,,H,,M,3,M,,,2,M,,,L,M,M,2,L,M,,2,L,M,L,4,H,,H,,152278,,Rwanda,,1,Linda,M,H,M,L,M,M,L,2,L,L,,,,observation_00480,,,,,,
,,,Y,L,Y,L,Y,L,4,H,M,H,,2,L,L,,3,,H,,L,2,L,,,1,L,,,L,L,M,2,L,M,,2,L,M,L,4,H,,H,,152278,,Rwanda,,2,Linda,M,H,M,L,H,L,L,2,L,L,,,,observation_00481,,,,,,
,,,Y,M,Y,H,Y,H,4,H,M,,,4,H,L,,4,,H,,H,5,H,,,2,M,,,L,M,M,3,L,H,,2,L,M,L,4,H,,M,,153171,,Rwanda,,1,Linda,M,H,H,M,H,H,L,2,M,M,,,,observation_00482,,,,,,
,,,N,,Y,H,Y,L,4,H,H,,,4,H,L,,3,,H,,L,5,H,,,2,M,,,L,M,M,4,L,H,,2,L,M,L,3,H,,M,,153171,,Rwanda,,2,Linda,M,H,M,L,H,H,L,2,H,L,,,,observation_00483,,,,,,
,,,Y,H,Y,M,Y,M,3,H,M,,,4,H,L,,4,,H,,M,5,H,,,2,M,,,L,M,M,2,L,M,,2,L,M,L,4,H,,H,,153172,,Rwanda,,1,Linda,M,H,M,H,H,H,L,2,L,L,,,,observation_00484,,,,,,
,,,Y,M,Y,L,Y,M,4,H,M,H,,4,H,L,,4,,H,,H,4,M,,,1,L,,,L,M,M,1,L,L,,2,L,M,L,4,H,,H,,153172,,Rwanda,,2,Linda,M,H,M,H,H,H,L,2,L,M,,,,observation_00485,,,,,,
,,,Y,H,Y,H,Y,H,3,H,L,,,4,H,L,,4,,H,,L,3,M,,,1,L,,,L,M,M,2,L,L,,2,L,M,L,1,L,,L,,155139,,Rwanda,,1,Linda,M,H,H,M,,M,L,2,H,L,,,,observation_00486,,,,,,
,,,Y,M,Y,L,Y,H,3,H,L,,,4,H,L,,3,,H,,L,2,L,,,2,M,,,L,M,M,1,L,L,,2,L,M,L,4,H,,H,,155139,,Rwanda,,2,Linda,M,H,M,L,H,L,L,2,L,L,Segment is inaudible due to rain. It was scored based on the parts i could hear and observable actions on the footage,,,observation_00487,,,,,,
,,,Y,H,Y,H,Y,L,4,H,L,H,,4,H,L,,3,,H,,L,1,L,,,2,M,,,L,M,L,1,L,L,,2,L,M,L,2,L,,M,,155140,,Rwanda,,1,Linda,M,H,M,M,,L,L,1,M,L,Segment is inaudible due to rain. It was scored based on the parts i could hear and observable actions on the footage,,,observation_00488,,,,,,
,,,Y,H,Y,H,N,,4,H,M,H,,4,H,L,,3,,H,,M,3,M,,,2,M,,,L,M,M,2,L,M,,2,L,M,L,2,L,,M,,155140,,Rwanda,,2,Linda,M,H,M,L,H,L,L,2,M,L,Segment is inaudible due to rain. It was scored based on the parts i could hear and observable actions on the footage,,,observation_00489,,,,,,
,,,Y,L,Y,L,Y,L,4,H,M,H,,4,H,L,,3,,H,,L,4,M,,,2,M,,,L,M,M,3,M,M,,2,L,M,L,4,H,,H,,159182,,Rwanda,,1,Linda,M,H,H,L,H,H,L,2,M,M,,,,observation_00490,,,,,,
,,,N,,Y,L,N,,4,H,M,H,,4,H,L,,4,,H,,L,5,H,,,2,M,,,L,M,M,4,H,M,,2,L,M,L,1,L,,L,,159182,,Rwanda,,2,Linda,M,H,M,H,,H,L,2,M,L,,,,observation_00491,,,,,,
,,,N,,Y,L,Y,L,3,M,M,M,,2,L,L,,4,,H,,M,4,M,,,1,L,,,L,L,L,2,L,M,,2,L,M,L,3,H,,L,,160142,,Rwanda,,1,Linda,M,H,H,L,,H,L,1,M,M,,,,observation_00492,,,,,,
,,,Y,L,Y,L,N,,4,M,H,H,,2,L,L,,4,,H,,H,4,M,,,2,M,,,L,M,M,4,L,H,,2,L,M,L,4,H,,H,,160142,,Rwanda,,2,Linda,M,H,M,L,H,H,L,2,H,M,,,,observation_00493,,,,,,
,,,Y,M,Y,L,Y,H,4,H,H,,,4,H,L,,3,,H,,L,4,M,,,2,M,,,L,M,M,3,L,H,,2,L,M,L,4,H,,H,,161149,,Rwanda,,1,Linda,M,H,H,L,H,M,L,2,M,L,,,,observation_00494,,,,,,
,,,Y,M,Y,M,Y,H,4,H,H,,,4,H,L,,3,,H,,L,5,H,,,2,M,,,L,M,M,4,L,H,,2,L,M,L,4,H,,H,,161149,,Rwanda,,2,Linda,M,H,M,L,H,H,L,2,H,L,,,,observation_00495,,,,,,
,,,Y,H,Y,H,N,,4,H,H,H,,4,H,L,,4,,H,,L,5,H,,,2,M,,,L,M,M,2,M,L,,2,L,M,L,1,L,,L,,162280,,Rwanda,,1,Linda,M,H,H,H,,H,L,2,M,L,,,,observation_00496,,,,,,
,,,Y,M,Y,M,Y,M,4,H,H,,,4,H,L,,4,,H,,L,5,H,,,2,M,,,L,M,M,2,M,L,,2,M,M,L,1,L,,L,,162280,,Rwanda,,2,Linda,M,H,M,H,,H,L,2,M,L,,,,observation_00497,,,,,,
,,,Y,M,Y,H,Y,H,4,H,H,,,4,H,L,,3,,H,,L,3,M,,,1,L,,,L,M,M,2,L,L,,2,L,M,L,3,M,,H,,170153,,Rwanda,,1,Linda,M,H,H,L,M,M,L,2,H,L,,,,observation_00498,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170153,,Rwanda,,2,Linda,,,,,,,,,,,Video is less than 30 minutes,,,observation_00499,,,,,,
,,,Y,H,Y,H,Y,M,3,M,L,H,,4,H,L,,4,,H,,H,2,M,,,2,M,,,L,L,L,1,L,L,,2,L,M,L,2,M,,L,,178160,,Rwanda,,1,Linda,M,H,H,L,,L,L,1,L,L,,,,observation_00500,,,,,,
,,,N,,N,,Y,L,2,M,L,,,2,H,L,,3,,H,,H,2,M,,,2,M,,,L,M,M,1,L,L,,1,L,M,L,1,L,,L,,178160,,Rwanda,,2,Linda,M,L,M,L,M,L,L,2,L,L,,,,observation_00501,,,,,,
,,,Y,M,Y,H,Y,H,4,H,H,H,,2,L,L,,4,,H,,H,5,H,,,2,M,,,L,M,M,3,L,M,,2,L,M,L,4,H,,M,,179135,,Rwanda,,1,Linda,M,H,H,M,H,H,L,2,H,M,,,,observation_00502,,,,,,
,,,Y,H,Y,L,Y,M,4,H,M,H,,4,H,L,,4,,H,,H,4,M,,,2,M,,,L,M,M,2,L,L,,2,L,M,L,1,L,,L,,179135,,Rwanda,,2,Linda,M,H,H,L,M,H,L,2,M,L,"On this video teacher taught up to 22:39min and then said goodbye to the students and the camera continued to record, then she came back on minute 23:50 told the students she is going to continue the lesson but asked them to first copy the excersize they were doing in their books, then resumed teaching on minute 29:50. I started the observation at the moment she came back to class on minute 23:50. 1st snapshot was scored on 27:50, 2nd on 32:50 & 3rd on 37:50",,,observation_00503,,,,,,
,,,Y,H,Y,M,Y,H,4,H,H,,,4,H,L,,4,,H,,M,4,M,,,3,H,,,L,M,M,2,L,M,,2,L,M,L,1,L,,L,,181282,,Rwanda,,1,Linda,M,H,H,M,,H,L,2,M,L,,,,observation_00504,,,,,,
,,,N,,Y,L,N,,4,H,H,,,4,H,L,,4,,H,,H,5,H,,,2,M,,,L,M,M,2,L,M,,2,L,M,L,1,L,,L,,181282,,Rwanda,,2,Linda,M,H,M,L,H,H,L,2,L,L,,,,observation_00505,,,,,,
,,,N,,Y,H,N,,4,H,M,H,,3,M,L,,3,,H,,L,2,M,,,2,M,,,L,M,M,2,L,M,,2,L,M,L,1,L,,L,,183168,,Rwanda,,1,Linda,M,H,H,L,,L,L,2,M,L,,,,observation_00506,,,,,,
,,,Y,H,Y,M,Y,M,3,M,M,,,4,H,L,,4,,H,,H,4,M,,,2,M,,,L,M,L,2,L,M,,2,L,M,L,1,L,,L,,183168,,Rwanda,,2,Linda,M,H,H,L,,H,L,2,L,L,,,,observation_00507,,,,,,
,,,Y,H,Y,H,Y,H,4,H,H,,,4,H,L,,4,,H,,H,4,M,,,2,M,,,L,M,M,3,L,M,,2,L,M,L,3,H,,M,,185248,,Rwanda,,1,Linda,M,H,M,M,M,H,L,2,H,L,,,,observation_00508,,,,,,
,,,Y,H,Y,M,Y,L,4,H,H,,,4,H,L,,4,,H,,H,5,H,,,2,M,,,L,M,M,2,L,M,,2,L,M,L,4,H,,H,,185248,,Rwanda,,2,Linda,M,H,H,L,H,H,L,2,M,M,,,,observation_00509,,,,,,
,,,Y,H,N,,Y,H,3,H,L,,,4,H,L,,4,,H,,H,4,M,,,2,M,,,L,H,M,3,L,M,,2,L,M,L,2,L,,L,,188121,,Rwanda,,1,Linda,M,H,H,L,,H,L,3,H,M,,,,observation_00510,,,,,,
,,,N,,Y,M,Y,L,4,H,L,,,4,H,L,,3,,H,,M,3,M,,,2,M,,,L,M,M,2,L,M,,2,L,M,L,4,H,,H,,188121,,Rwanda,,2,Linda,M,H,M,L,M,M,L,2,M,L,,,,observation_00511,,,,,,
,,,N,,N,,N,,2,M,L,L,,3,M,L,,1,,L,,L,4,H,,,1,L,,,L,L,L,1,L,L,,1,L,L,L,1,L,,L,,190225,,Rwanda,,1,Linda,M,H,L,L,H,L,L,1,L,L,Teacher spent almost the whole of the first segment correcting student's homework,,,observation_00512,,,,,,
,,,Y,L,N,,N,,3,H,M,L,,2,L,L,,4,,H,,M,2,M,,,2,M,,,L,M,M,2,L,L,,2,L,M,L,3,H,,M,,190225,,Rwanda,,2,Linda,M,H,H,L,L,M,L,2,M,L,,,,observation_00513,,,,,,
,,,Y,H,Y,L,Y,L,3,H,M,L,,4,H,L,,4,,H,,H,3,M,,,2,M,,,L,M,M,3,L,M,,2,L,M,L,1,L,,L,,124294,,Rwanda,,1,Linda,M,H,H,L,,M,L,2,H,L,This was Fabiola's video. She will do 101184 because it's french,,,observation_00514,,,,,,
,,,Y,L,Y,M,Y,H,3,H,M,L,,2,H,L,,4,,H,,L,4,H,,,2,M,,,L,M,M,2,L,L,,2,L,M,L,1,L,,L,,124294,,Rwanda,,2,Linda,M,L,H,H,,M,L,2,H,L,This was Fabiola's video. She will do 101184 because it's french,,,observation_00515,,,,,,
,,,Y,H,Y,H,Y,H,3,H,L,,,4,H,L,,3,,H,,L,3,M,,,1,L,,,L,M,M,2,L,L,,2,L,M,L,4,H,,H,,125151,,Rwanda,,1,Linda,M,H,H,L,H,L,L,2,M,M,This was Fabiola's video. She will do 101272 because it's french,,,observation_00516,,,,,,
,,,Y,H,Y,M,Y,H,4,H,M,H,,4,H,L,,4,,H,,M,3,H,,,2,M,,,L,M,M,3,L,M,,2,L,M,L,5,H,,H,,125151,,Rwanda,,2,Linda,M,H,M,M,L,M,L,2,H,H,This was Fabiola's video. She will do 101272 because it's french,,,observation_00517,,,,,,
,,,N,,Y,M,Y,H,2,M,L,,,3,M,L,,3,,H,,L,3,M,,,2,M,,,L,M,M,3,L,H,,2,L,M,L,2,L,,L,,158297,,Rwanda,,1,Linda,M,H,H,L,,M,L,2,M,M,This was Fabiola's video. She will do 148237 because i did not copy it,,,observation_00518,,,,,,
,,,Y,H,Y,H,Y,H,2,M,L,L,,4,H,L,,3,,H,,M,4,H,,,3,H,,,L,M,M,4,L,H,,1,L,L,L,2,L,,L,,158297,,Rwanda,,2,Linda,M,H,M,L,,M,L,2,H,M,This was Fabiola's video. She will do 148237 because i did not copy it,,,observation_00519,,,,,,
,,,Y,H,Y,H,Y,M,4,H,H,H,,4,H,L,,4,,H,,H,4,M,,,1,L,,,L,M,M,3,L,M,,2,L,M,L,1,L,,L,,101272,,Rwanda,,1,Fabiola,M,H,H,L,,H,L,2,H,L,The class started at minute 1:00,,,observation_00520,,,,,,
,,,Y,M,N,,N,,3,L,M,H,,3,H,L,,3,,H,,H,3,M,,,1,L,,,L,M,M,2,L,M,,2,L,M,L,1,L,,L,,101272,,Rwanda,,2,Fabiola,M,M,M,L,,M,L,2,M,L,,,,observation_00521,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101283,,Rwanda,,1,Fabiola,,,,,,,,,,,Missing video,,,observation_00522,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101283,,Rwanda,,2,Fabiola,,,,,,,,,,,Missing video,,,observation_00523,,,,,,
,,,Y,L,Y,L,Y,L,3,L,M,H,,3,H,L,,3,,H,,L,2,M,,,1,L,,,L,M,M,2,L,L,,2,L,M,L,4,H,,H,,107211,,Rwanda,,1,Fabiola,M,M,H,L,M,L,L,2,M,L,Observation started at minute  2:40. ,,,observation_00524,,,,,,
,,,Y,L,Y,L,Y,L,4,H,H,,,3,H,L,,2,,H,,L,2,H,,,2,M,,,L,M,M,4,L,H,,2,L,M,L,4,H,,H,,107211,,Rwanda,,2,Fabiola,M,M,M,L,L,L,L,2,H,L,,,,observation_00525,,,,,,
,,,Y,M,Y,H,Y,M,4,H,M,,,3,H,L,,2,,H,,L,3,M,,,2,M,,,L,M,M,2,L,L,,2,L,M,L,1,L,,L,,112137,,Rwanda,,1,Fabiola,M,H,M,L,,M,L,2,M,L,,,,observation_00526,,,,,,
,,,Y,M,Y,M,Y,M,4,H,M,,,3,H,L,,2,,H,,L,2,M,,,2,M,,,L,M,M,2,L,M,,2,L,M,L,1,L,,L,,112137,,Rwanda,,2,Fabiola,M,H,M,L,,L,L,2,M,L,,,,observation_00527,,,,,,
,,,Y,H,Y,H,Y,M,2,L,L,L,,3,H,L,,3,,H,,H,2,M,,,1,L,,,M,L,H,3,L,H,,2,L,M,L,2,M,,L,,113203,,Rwanda,,1,Fabiola,M,M,M,L,,L,L,3,M,L,The observation started at minute 2:10,,,observation_00528,,,,,,
,,,Y,L,Y,H,Y,M,3,H,L,,,3,H,L,,3,,H,,H,3,M,,,2,M,,,L,L,M,3,L,H,,2,L,M,L,1,L,,L,,113203,,Rwanda,,2,Fabiola,M,M,M,L,,M,L,2,M,L,,,,observation_00529,,,,,,
