Route,School_Clip,Person to Score,Teachear provides learning activity to most students - 1st Snapshot,Students are on task - 1st snapshot,Teachear provides learning activity to most students - 2nd Snapshot,Students are on task - 2nd snapshot,Teachear provides learning activity to most students - 3rd Snapshot,Students are on task - 3rd snapshot,1. Supportive Learning Environment,1.1 The teacher treats all students respectfully,1.2 The teacher uses positive language,1.3 The teacher responds to students needs,1.4 The teacher does not exhibit gender biasâ¦,2. Positive Behavioral Expectations,2.1 The teacher sets clear behavioral expectations,2.2 The teacher acknowledges positive student behavior,2.3 The teacher redirects misbehaviorâ¦,3. Lesson Facilitation,3.1 The teacher explicitly articulatesâ¦,3.2 The teacher's explanation of content is clear,3.3 The teacher makes connections in the lessonâ¦,3.4 The teacher models by enacting or thinking aloud,4. Checks for understanding,"""4.1 The teacher uses questions","promptsâ¦""",4.2 The teacher monitors most studentsâ¦,4.3 The teacher adjusts teaching to the level of students,5. Feedback,5.1 The teacher provides specific comments or promptsâ¦. Misunderstandings,5.2 The teacher provides specific comments or promptsâ¦. Successes,6. Critical Thinking,6.1 The teacher asks open-ended questions,6.2 The teacher provides thinking tasks,6.3 The students ask open-ended questions or performs thinking tasks,7. Autonomy,7.1 The teacher provides students with choices,7.2 The teacher provides students with opportunitiesâ¦.,7.3 The students volunteer to participate in the classroom,8. Perseverance,8.1 The teacher acknoledges students' efforts,8.2 The teacher has a positive attitude towards students' challenges,8.3 The teacher encourages goal-setting,9. Social & Collaborative Skills,9.1 The teacher promotes students' collaborationâ¦,9.2 The teacher promotes students' interpersonal skills,9.3 Students collaborate with one anotherâ¦.,Unnamed,Unnamed_1,Source Table,Identifier,Audio File 1,Audio File 2,Transcription 1,Transcription 2,Language,Context,Video Clip 1,Video Clip 2,Video Clip 3,Video Clip 4
,,,Teachear provides learning activity to most students - 1st Snapshot,Students are on task - 1st snapshot,Teachear provides learning activity to most students - 2nd Snapshot,Students are on task - 2nd snapshot,Teachear provides learning activity to most students - 3rd Snapshot,Students are on task - 3rd snapshot,1. Supportive Learning Environment,1.1 The teacher treats all students respectfully ,1.2 The teacher uses positive language,1.3 The teacher responds to students needs,1.4 The teacher does not exhibit gender biasâ¦,2. Positive Behavioral Expectations,2.1 The teacher sets clear behavioral expectations,2.2 The teacher acknowledges positive student behavior,2.3 The teacher redirects misbehaviorâ¦,3. Lesson Facilitation,3.1 The teacher explicitly articulatesâ¦,3.2 The teacher's explanation of content is clear,3.3 The teacher makes connections in the lessonâ¦,3.4 The teacher models by enacting or thinking aloud,4. Checks for understanding,"4.1 The teacher uses questions, promptsâ¦",4.2 The teacher monitors most studentsâ¦,4.3 The teacher adjusts teaching to the level of students,5. Feedback,5.1 The teacher provides specific comments or promptsâ¦. Misunderstandings,5.2 The teacher provides specific comments or promptsâ¦. Successes,6. Critical Thinking,6.1 The teacher asks open-ended questions,6.2 The teacher provides thinking tasks,6.3 The students ask open-ended questions or performs thinking tasks,7. Autonomy,7.1 The teacher provides students with choices,7.2 The teacher provides students with opportunitiesâ¦.,7.3 The students volunteer to participate in the classroom ,8. Perseverance,8.1 The teacher acknoledges students' efforts,8.2 The teacher has a positive attitude towards students' challenges,8.3 The teacher encourages goal-setting,9. Social & Collaborative Skills,9.1 The teacher promotes students' collaborationâ¦,9.2 The teacher promotes students' interpersonal skills,9.3 Students collaborate with one anotherâ¦.,,,,Peru,,,,,,,,,,,
6.0,556704 Clip 1,Tamara,Y,M,N,,Y,H,4,H,M,,M,3,H,L,H,2,L,M,L,L,2,M,,L,1,L,L,3,M,L,H,3,L,L,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 556704-(2) IE 821065 Cajamarca .MTS; assigned clip 1 (parentheses): 556704-(1) IE 821065 Cajamarca.MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/556704-(1) IE 821065 Cajamarca.MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/556704-(2) IE 821065 Cajamarca .MTS,,
6.0,556704 Clip 2,Tamara,Y,H,Y,H,Y,H,3,H,L,,M,3,H,L,M,3,H,H,L,L,3,L,H,M,1,L,L,2,L,M,M,3,H,M,L,2,M,M,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 556704-(2) IE 821065 Cajamarca .MTS; assigned clip 1 (parentheses): 556704-(1) IE 821065 Cajamarca.MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/556704-(1) IE 821065 Cajamarca.MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/556704-(2) IE 821065 Cajamarca .MTS,,
6.0,588111 Clip 1,Tamara,Y,H,Y,H,Y,H,4,H,M,,M,3,H,L,H,3,H,H,L,L,3,H,M,L,2,M,L,4,H,M,M,3,M,M,M,2,M,L,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 588111-(2) IE 821008 Cajamarca .MTS; assigned clip 1 (parentheses): 588111-(1) IE 821008 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/588111-(1) IE 821008 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/588111-(2) IE 821008 Cajamarca .MTS,,
6.0,588111 Clip 2,Tamara,Y,L,Y,H,Y,H,4,H,M,H,M,3,H,L,H,4,M,H,L,H,3,H,L,L,3,L,H,2,L,M,M,3,L,H,M,2,M,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 588111-(2) IE 821008 Cajamarca .MTS; assigned clip 1 (parentheses): 588111-(1) IE 821008 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/588111-(1) IE 821008 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/588111-(2) IE 821008 Cajamarca .MTS,,
6.0,652768 Clip 1,Tamara,Y,H,Y,H,Y,M,4,H,H,,M,3,H,L,H,4,M,H,L,H,2,M,,L,3,H,L,3,M,M,M,4,M,H,M,2,M,M,L,4,H,M,M,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 3 (parentheses): 652768-(3) IE 101026 Cajmarca .MTS; assigned clip 2 (parentheses): 652768-(2) IE 101026 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/652768-(1) IE 101026 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/652768-(2) IE 101026 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/652768-(3) IE 101026 Cajmarca .MTS,
6.0,652768 Clip 2,Tamara,Y,H,N,,Y,H,4,H,M,,M,3,H,L,H,2,M,M,L,M,2,L,M,L,3,H,L,4,H,M,M,4,M,H,H,2,L,M,L,3,M,L,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 3 (parentheses): 652768-(3) IE 101026 Cajmarca .MTS; assigned clip 2 (parentheses): 652768-(2) IE 101026 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/652768-(1) IE 101026 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/652768-(2) IE 101026 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/652768-(3) IE 101026 Cajmarca .MTS,
6.0,696211 Clip 1,Tamara,Y,H,Y,H,Y,H,4,H,M,,M,3,H,L,H,5,H,H,H,H,2,M,,L,3,H,L,4,H,M,M,3,L,H,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 696211 - IE 821183 - Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/696211 - IE 821183 - Cajamarca .MTS,,,
6.0,696211 Clip 2,Tamara,Y,M,Y,M,Y,M,4,H,M,,M,3,H,L,H,2,M,H,L,L,2,M,,L,3,M,M,5,H,H,H,3,L,H,H,2,M,M,L,2,L,M,L,,,,Peru,,,,,,,ASSIGNMENTS: sequential assignment slot 1: 696211 - IE 821183 - Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/696211 - IE 821183 - Cajamarca .MTS,,,
6.0,784199 Clip 1,Tamara,N,,Y,H,Y,H,4,M,M,H,M,3,H,L,H,4,M,H,H,L,2,M,M,L,2,M,L,3,M,M,M,3,L,L,H,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 784199-(2) IE 821123 Cajamarca.MTS; assigned clip 1 (parentheses): 784199-(1) IE 821123 Cajamarca.MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/784199-(1) IE 821123 Cajamarca.MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/784199-(2) IE 821123 Cajamarca.MTS,,
6.0,784199 Clip 2,Tamara,Y,M,Y,M,Y,H,2,M,L,,M,2,M,L,M,2,L,M,M,L,2,L,M,L,1,L,L,2,L,M,M,2,L,M,L,2,L,M,L,2,L,L,M,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 784199-(2) IE 821123 Cajamarca.MTS; assigned clip 1 (parentheses): 784199-(1) IE 821123 Cajamarca.MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/784199-(1) IE 821123 Cajamarca.MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/784199-(2) IE 821123 Cajamarca.MTS,,
6.0,1109818 Clip 1,Tamara,Y,H,Y,H,Y,H,4,H,M,,M,3,H,L,H,4,H,H,L,H,3,H,H,L,2,M,L,2,L,M,M,3,L,H,H,2,L,M,L,2,L,M,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 1109818-(2) IE 83014 Cajamarca .MTS; assigned clip 1 (parentheses): 1109818-(1) IE 83014 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/1109818-(1) IE 83014 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/1109818-(2) IE 83014 Cajamarca .MTS,,
6.0,1109818 Clip 2,Tamara,Y,H,Y,H,Y,H,4,H,H,,M,3,H,L,H,5,H,H,H,H,3,H,M,L,3,M,M,2,L,M,M,3,L,H,H,2,L,M,L,2,L,L,M,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 1109818-(2) IE 83014 Cajamarca .MTS; assigned clip 1 (parentheses): 1109818-(1) IE 83014 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/Clip 1/1109818-(1) IE 83014 Cajamarca .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 6/Video/1109818-(2) IE 83014 Cajamarca .MTS,,
7.0,206128 Clip 1,Tamara,Y,L,Y,L,Y,L,4,M,M,H,M,2,M,L,M,1,L,L,L,L,3,M,H,L,2,M,L,5,H,H,H,2,L,L,M,2,L,M,L,3,H,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 206128-(2) IE 51014 Romeritos Cusco .MTS; assigned clip 3 (parentheses): 206128-(3) IE 51014 Romeritos Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/Clip 1/206128-(1) IE 51014 Romeritos Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/206128-(2) IE 51014 Romeritos Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/206128-(3) IE 51014 Romeritos Cusco .MTS,
7.0,206128 Clip 2,Tamara,Y,M,Y,M,Y,L,4,L,H,H,M,1,L,L,L,2,L,M,L,L,1,L,,L,3,M,M,3,H,M,L,3,L,H,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 206128-(2) IE 51014 Romeritos Cusco .MTS; assigned clip 3 (parentheses): 206128-(3) IE 51014 Romeritos Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/Clip 1/206128-(1) IE 51014 Romeritos Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/206128-(2) IE 51014 Romeritos Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/206128-(3) IE 51014 Romeritos Cusco .MTS,
7.0,207258 Clip 1,Tamara,Y,H,N,,Y,H,4,H,H,,M,3,H,L,H,3,H,H,M,L,3,M,H,L,3,H,L,4,H,M,M,4,M,M,H,2,L,M,L,4,H,M,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 207258-(2) IE 50902 Cusco .MTS; assigned clip 1 (parentheses): 207258-(1) IE 50902 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/Clip 1/207258-(1) IE 50902 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/207258-(2) IE 50902 Cusco .MTS,,
7.0,207258 Clip 2,Tamara,N,,Y,H,Y,L,4,H,H,,M,2,M,L,M,2,M,H,L,L,3,M,H,L,2,M,L,3,M,M,M,3,L,M,H,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 207258-(2) IE 50902 Cusco .MTS; assigned clip 1 (parentheses): 207258-(1) IE 50902 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/Clip 1/207258-(1) IE 50902 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/207258-(2) IE 50902 Cusco .MTS,,
7.0,232512 Clip 1,Tamara,Y,H,Y,M,Y,M,3,M,M,,M,3,H,L,H,2,M,M,L,L,3,M,H,L,2,M,L,2,L,M,M,2,L,L,M,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 232512-(2) IE 56157 Cusco .MTS; assigned clip 1 (parentheses): 232512-(1) IE 56157 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/Clip 1/232512-(1) IE 56157 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/232512-(2) IE 56157 Cusco .MTS,,
7.0,232512 Clip 2,Tamara,Y,H,Y,M,Y,M,3,M,M,,M,3,H,L,H,2,M,M,L,L,3,M,H,L,1,L,L,2,L,M,M,2,L,L,M,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 232512-(2) IE 56157 Cusco .MTS; assigned clip 1 (parentheses): 232512-(1) IE 56157 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/Clip 1/232512-(1) IE 56157 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/232512-(2) IE 56157 Cusco .MTS,,
7.0,233692 Clip 1,Tamara,Y,H,Y,L,Y,M,2,M,L,,M,3,H,L,H,2,L,M,L,L,3,M,H,L,3,H,L,2,L,M,M,1,L,L,L,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 233692-(2) IE 56251 Cusco .MTS; assigned clip 1 (parentheses): 233692-(1) IE 56251 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/Clip 1/233692-(1) IE 56251 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/233692-(2) IE 56251 Cusco .MTS,,
7.0,233692 Clip 2,Tamara,Y,L,Y,M,Y,M,2,M,L,,M,3,H,L,H,1,L,L,L,L,3,L,H,L,1,L,L,1,L,L,L,1,L,L,L,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 233692-(2) IE 56251 Cusco .MTS; assigned clip 1 (parentheses): 233692-(1) IE 56251 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/Clip 1/233692-(1) IE 56251 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/233692-(2) IE 56251 Cusco .MTS,,
7.0,408856 Clip 1,Tamara,Y,M,Y,H,Y,H,4,M,H,H,M,3,H,L,H,4,M,H,L,H,4,M,H,M,3,H,L,3,L,H,H,2,L,L,M,2,L,M,L,3,L,H,M,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 408856-(2) IE 50408 Cusco .MTS; assigned clip 1 (parentheses): 408856-(1) IE 50408 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/Clip 1/408856-(1) IE 50408 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/408856-(2) IE 50408 Cusco .MTS,,
7.0,408856 Clip 2,Tamara,Y,H,Y,H,Y,H,3,M,M,,M,3,H,L,H,1,L,L,L,L,3,L,H,L,2,M,L,1,L,L,L,1,L,L,L,2,L,M,L,2,L,L,M,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 408856-(2) IE 50408 Cusco .MTS; assigned clip 1 (parentheses): 408856-(1) IE 50408 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/Clip 1/408856-(1) IE 50408 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/408856-(2) IE 50408 Cusco .MTS,,
7.0,410712 Clip 1,Tamara,Y,H,Y,H,Y,H,4,M,H,,M,3,H,L,H,2,H,M,L,L,2,M,M,L,2,M,L,3,M,M,M,2,L,L,M,2,L,M,L,3,H,L,H,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 410712-(2) IE 50599 Cusco .MTS; assigned clip 1 (parentheses): 410712-(1) IE 50599 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/Clip 1/410712-(1) IE 50599 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/410712-(2) IE 50599 Cusco .MTS,,
7.0,410712 Clip 2,Tamara,Y,H,Y,H,Y,M,4,H,H,,M,3,H,L,H,4,H,H,L,M,2,M,,L,2,M,L,4,H,M,M,4,M,H,M,2,L,M,L,1,L,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 410712-(2) IE 50599 Cusco .MTS; assigned clip 1 (parentheses): 410712-(1) IE 50599 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/Clip 1/410712-(1) IE 50599 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/410712-(2) IE 50599 Cusco .MTS,,
7.0,486621 Clip 1,Tamara,Y,H,Y,M,Y,H,4,M,H,,M,3,H,L,H,3,H,H,H,L,2,M,,L,3,L,H,4,H,M,M,3,L,H,M,2,L,M,L,2,L,M,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 486621-(2) IE Revolucionaria S. Rosa Cusco .MTS; assigned clip 3 (parentheses): 486621-(3) IE Revolucionaria S. Rosa Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/Clip 1/486621-(1) IE Revolucionaria S. Rosa  Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/486621-(2) IE Revolucionaria S. Rosa Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/486621-(3) IE Revolucionaria S. Rosa Cusco .MTS,
7.0,486621 Clip 2,Tamara,N,,Y,M,Y,H,4,M,H,,M,5,H,H,H,2,M,M,L,L,3,H,H,L,2,M,L,3,M,M,M,2,L,L,M,2,L,M,L,2,M,L,M,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 486621-(2) IE Revolucionaria S. Rosa Cusco .MTS; assigned clip 3 (parentheses): 486621-(3) IE Revolucionaria S. Rosa Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/Clip 1/486621-(1) IE Revolucionaria S. Rosa  Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/486621-(2) IE Revolucionaria S. Rosa Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/486621-(3) IE Revolucionaria S. Rosa Cusco .MTS,
7.0,487124 Clip 1,Tamara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 487124-(2) IE 50853 Cusco .MTS; assigned clip 3 (parentheses): 487124-(3) IE 50853 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/Clip 1/487124-(1) IE 50853 Cusco.MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/487124-(2) IE 50853 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/487124-(3) IE 50853 Cusco .MTS,
7.0,487124 Clip 2,Tamara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 487124-(2) IE 50853 Cusco .MTS; assigned clip 3 (parentheses): 487124-(3) IE 50853 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/Clip 1/487124-(1) IE 50853 Cusco.MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/487124-(2) IE 50853 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/487124-(3) IE 50853 Cusco .MTS,
7.0,587147 Clip 1,Tamara,Y,M,Y,M,Y,H,3,M,M,,M,3,H,L,H,4,H,H,M,M,2,M,,L,2,M,L,3,M,M,M,4,M,H,M,2,L,M,L,3,L,H,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 587147-(2) IE 56395 Cusco .MTS; assigned clip 1 (parentheses): 587147-(1) IE 56395 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/Clip 1/587147-(1) IE 56395 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/587147-(2) IE 56395 Cusco .MTS,,
7.0,587147 Clip 2,Tamara,Y,H,N,,N,,3,M,M,,M,3,H,L,H,3,H,H,L,L,4,M,,H,3,H,L,3,M,M,M,2,L,M,M,2,L,M,L,3,H,L,L,,,,Peru,,,,,,,ASSIGNMENTS: assigned clip 2 (parentheses): 587147-(2) IE 56395 Cusco .MTS; assigned clip 1 (parentheses): 587147-(1) IE 56395 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/Clip 1/587147-(1) IE 56395 Cusco .MTS,https://worldbankgroup.sharepoint.com/teams/TeachDashboardVideoLibrary-WBGroup/Shared Documents/General/Peru 2019/Ruta 7/Video/587147-(2) IE 56395 Cusco .MTS,,
